"","id","chr10p::chr10:0-40649191","chr10q::chr10:40649191-134758134","chr11p::chr11:0-52743313","chr11q::chr11:52743313-135127769","chr12p::chr12:0-35911664","chr12q::chr12:35911664-133324548","chr13p::chr13:0-16522942","chr13q::chr13:16522942-113566686","chr14p::chr14:0-11400261","chr14q::chr14:11400261-101161492","chr15p::chr15:0-17186630","chr15q::chr15:17186630-99753195","chr16p::chr16:0-36838903","chr16q::chr16:36838903-96330374","chr17p::chr17:0-25689679","chr17q::chr17:25689679-84276897","chr18p::chr18:0-18449624","chr18q::chr18:18449624-80542538","chr19p::chr19:0-27792923","chr19q::chr19:27792923-61707364","chr1p::chr1:0-124048267","chr1q::chr1:124048267-248387328","chr20p::chr20:0-28012753","chr20q::chr20:28012753-66210255","chr21p::chr21:0-11134529","chr21q::chr21:11134529-45090682","chr22p::chr22:0-14249622","chr22q::chr22:14249622-51324926","chr2p::chr2:0-93503283","chr2q::chr2:93503283-242696752","chr3p::chr3:0-94076514","chr3q::chr3:94076514-201105948","chr4p::chr4:0-52452474","chr4q::chr4:52452474-193574945","chr5p::chr5:0-48317879","chr5q::chr5:48317879-182045439","chr6p::chr6:0-59672548","chr6q::chr6:59672548-172126628","chr7p::chr7:0-62064435","chr7q::chr7:62064435-160567428","chr8p::chr8:0-45270456","chr8q::chr8:45270456-146259331","chr9p::chr9:0-46267185","chr9q::chr9:46267185-150617247","chrXp::chrX:0-59373565","chrXq::chrX:59373565-154259566","chrYp::chrY:0-10724418","chrYq::chrY:10724418-62460029"
"111","DO23048_normal",374989.423408853,791103.471043533,429258.971319494,572095.500195596,311224.155255525,663747.239090402,392839.006664443,648284.064661777,496797.478994767,626167.118364394,502050.355769959,517039.244209973,285961.858510126,1004055.14154874,379172.62436685,433088.156840895,239986.171804549,502575.826547537,346187.911142033,330195.325833694,848297.881002414,1344598.86551427,299150.078659897,329940.091051497,456252.511593088,297307.824124197,482102.774697976,488721.136395854,772483.252731365,1013004.30101326,694056.802613388,720410.458932308,387717.272768441,918413.714839058,455907.057403666,946304.459606837,422532.431387184,771962.257958534,671518.755616441,661433.450141799,345083.07991069,652032.350203521,443845.954117032,719061.884375851,211311.058460868,268187.526942491,54758.0129891161,313747.393822131
"112","DO23048_tumor",496789.062655577,832024.733724067,426979.00470825,586593.612674663,261319.218856803,556592.84354397,340838.587840756,703241.129329459,470788.383004403,425540.344624985,433164.038843884,350551.419856717,338235.214210586,1291748.89218466,415279.007079906,503313.083926967,206150.751540372,413575.250377865,346167.730926615,370715.745520589,888686.480160931,1872577.00696938,309504.098154997,376465.746767302,421773.641279473,213396.808858103,451685.24305318,597656.771224437,1058216.59471048,1072868.56356212,646415.342095765,671581.533649078,370180.786268069,539751.652128872,441970.171211413,907846.101285083,435706.434622502,708181.128351025,809588.870221467,471673.063632731,267208.319942084,956099.993119798,402724.625550181,831766.146582915,272511.708900949,324892.178714808,28237.6232487562,117608.808509957
"113","DO23073_normal",373766.645734206,775983.297298581,470842.494614787,620164.458990023,314722.646883569,668207.02263231,357372.479114795,638469.528145184,454312.005832807,628736.839093451,429991.265893363,523045.96286397,287105.463168052,704390.305125002,322695.188988086,458381.099718758,248296.831541089,504409.694456305,427663.01644375,406748.659933072,914800.279565905,1246976.69502146,321233.575578013,362733.551138157,414275.569893479,312392.109471439,458287.016069137,449556.332449906,704098.77641766,986623.732049345,673028.427721921,670202.885156063,378270.874385524,868385.996362579,495676.023801,976153.727109685,412329.712740236,738719.558098466,605660.732910578,680407.680004439,343817.710623983,630111.131263034,431841.40258766,727295.887159425,388636.542596717,487135.466578281,24663.9747204403,38449.5004394518
"114","DO23073_tumor",386230.576877141,762241.847855297,473008.524039527,649241.988231319,308055.70439644,644484.414455088,362911.949094932,586684.471280072,482872.342998449,632861.802705154,468531.546234478,620138.648205648,235607.809478423,613639.180113435,297311.72545722,500689.738392622,249352.982938052,491950.842031451,426749.619812543,426323.152246092,741316.922832399,1591962.03804353,340163.892537281,379701.08261739,433729.139574588,313553.405171518,484859.573619238,539463.885940037,731334.273353887,972539.05495712,647442.897765583,646990.826804201,380281.394808183,575336.859253096,508727.366150905,955108.863370324,494816.894561384,641224.425680951,619056.803828569,698549.521388035,287168.617703315,624331.857447243,412437.652302939,792948.4709161,381877.42232294,492288.034364122,27419.3231464655,45032.2658493575
"115","DO2323_normal",337691.033687596,676784.913596431,383480.736722986,525375.509783923,283504.751097053,636814.156468213,236517.726864291,648510.532407343,374837.254066817,652726.145514916,278601.538083919,501253.156500835,264771.99570435,505230.518295919,217324.325159339,392283.536008923,249048.228104459,514405.249096275,351561.020456478,342681.014147562,861767.220009584,980703.273065161,278786.354316269,295548.419405438,293175.900305557,285296.420970441,362269.621150215,385014.022700135,635388.760095854,990964.285586545,635236.19704508,664636.892905184,345260.571057587,918363.616847905,467807.053333452,951591.849884549,397626.223071325,763926.004184833,513140.339113264,669280.900106987,327905.460986564,646227.330329129,364735.923363735,592174.597860167,377565.08523034,475949.091662222,24932.8290131703,27053.3352632247
"116","DO2323_tumor",348729.361823991,657378.114326812,382262.516337568,841568.991862745,284029.541621957,640650.963839456,170958.11074191,475964.690043971,290558.490102597,719335.725773096,203346.107162367,537577.357701115,274355.920164513,449582.004382508,234753.836448481,557839.862595333,283022.20381195,606784.031317725,365979.688552646,350032.824137922,966140.17018873,1438114.69168271,332514.560102344,314259.781944462,209473.602932386,277013.542353696,277131.838555533,495358.638970595,639728.767167112,990551.504890823,501398.620356533,570943.492656519,329517.138523039,841636.527496719,444632.564634977,739773.785625247,417512.972621296,737731.840660292,679064.170301302,793071.704135446,341229.059648021,925313.419232101,322440.006447783,469152.876246943,204206.334913874,249123.807753031,14383.7879013158,20698.6492339636
"117","DO2341_normal",352936.318694428,705004.911413604,399099.58360972,536189.056474365,287646.339561099,642383.787188628,508198.079296657,661173.838037767,515319.621726187,612117.182244925,539428.77070304,479930.532225949,257254.464232508,648207.702814372,256848.398624497,389213.653727291,244451.540776505,509893.413474261,359279.558817394,349558.663927926,854271.918986612,1061704.73933633,277657.520020053,306615.511134157,555166.951121313,297017.017530213,567105.868994051,383412.926339677,667269.103916602,989619.372786237,832676.615719978,874412.389429906,417202.523590919,967623.775189119,467070.760907976,951003.3948752,404831.128634944,775223.469129282,552201.199397948,661520.561253198,328410.927514328,642755.844872504,386679.074420412,611188.463828764,342982.436202608,445264.369176863,25153.3007268087,35070.5533132162
"118","DO2341_tumor",374265.326975947,691324.873268253,507063.577650219,532350.406181616,310597.408879802,584628.967611779,491005.69687915,580170.902504785,500305.039444069,590081.67835376,500077.367640173,470885.22846661,246926.511726878,491867.84328214,232769.449153323,408775.047490188,293536.512859791,555709.031305709,337508.128018593,321495.723624188,788295.428783314,1124980.04047313,268850.078517925,325486.845843341,530728.454110964,320715.638872074,557300.347616369,360972.297131851,632978.297495192,967168.573198101,858152.574435944,1000878.893616,381364.50281909,822288.790307239,490503.941409439,921295.297720786,567094.780548912,1069616.71734333,516962.964288717,670608.19977283,274134.680778692,637527.056761101,416063.726970372,547014.375229037,368397.47822217,411923.238529702,23982.6380128611,30707.5319187906
"119","DO23582_normal",238575.189125257,479047.155487879,251493.818133771,344673.950819022,188202.604757535,412992.724116089,206849.337143031,399070.088439234,277359.73860644,392500.001390996,259912.171337104,316109.267357673,177558.013679176,380373.434811691,175449.771947758,274405.940887104,140484.951462756,304762.928174019,251494.513962377,246177.941993446,570160.020371958,734397.566996225,169588.348338493,199031.969058287,246190.816474674,176323.38641473,275379.047611047,245546.460022056,418730.13230086,618731.365496819,417848.934425452,433290.636638068,226268.48685932,565303.592657456,308496.605705107,618499.017554106,258998.21467032,481257.272342322,366252.900324976,442978.859205772,208834.554658795,402769.910901969,228943.974942811,410562.054043331,244999.466049014,306148.477557341,16424.930500434,23692.1558720519
"120","DO23582_tumor",264255.800282548,535444.07376902,267893.917336962,380120.523997872,201350.090436297,426666.600085515,220386.305954459,347891.994952312,322075.465216744,404598.120741626,304302.503908441,348403.296314069,281993.736918506,598162.405861871,213769.194633184,334174.449779936,157865.704019352,268380.933228436,340116.297161475,298693.586400071,592394.922855888,988994.107174359,175198.356651779,240557.975908254,279814.682069662,177665.434576341,324305.494578295,319815.422161177,382608.760314057,593057.023151041,414885.758730998,403030.134629523,219128.833535644,469014.759862753,345274.098615333,713025.627503918,276321.033962277,435947.776503554,416192.901959425,453398.755148874,228304.267388798,399980.629782567,210888.038622481,436072.682947379,260323.232770941,299696.690622881,18025.5868275464,33825.1082744551
"121","DO23584_normal",378318.477317021,780195.343706404,406616.751879112,567984.347871964,289191.517990905,653668.915319245,427234.252514961,633102.060858056,520967.487070968,642389.962111571,501499.031421046,530740.770171413,302267.332241927,781228.31726637,326384.123024033,465703.594503395,264830.16220063,526564.993517413,430201.408999823,418823.119150724,948510.275247044,1194099.03883454,283282.803840581,330651.783025709,493085.718189704,294479.732644985,536139.767393561,466603.327341352,714976.831358821,1000131.22978648,731292.86943379,741684.880685413,396007.901514709,883150.626250479,487471.429040631,972853.786014954,425284.190021647,755109.715700173,627924.805013162,703001.762281236,347641.564094606,649730.387636573,382883.541363368,653355.794952539,376533.592548012,466977.270386005,25289.4520778958,37334.6708057936
"122","DO23584_tumor",369514.479029145,665172.362972888,361322.664694837,523675.378382211,242609.696730266,548665.209523575,462111.865703642,746932.846390475,630259.517460695,879786.625601288,485256.52444894,373809.651071137,252422.531576545,594773.639213371,313489.135487821,577550.513197487,230721.779128204,458288.838318496,429453.250175111,425538.332237294,1105760.95395716,1373075.02786962,378703.309228545,458533.793417619,525610.949517066,288259.433260202,628872.206066273,585361.284950307,715622.929078683,966136.306841936,615622.566675261,615591.073484727,356998.076896431,708211.504426669,505167.621447911,965738.984610096,494206.754010037,778835.073782246,839035.129281424,847866.540123832,164212.739811441,881281.44828342,292966.028321728,485336.505662598,224901.258856595,257814.930878099,15674.9844989247,38453.6009808835
"123","DO23608_normal",291463.90613617,598699.765632538,341157.538155546,479164.086846188,238015.29180743,579981.164062331,207395.458907809,578079.61425731,303686.160620067,553899.180266631,256240.146122679,455814.892698165,219573.709653993,466089.164038832,191542.097873775,350781.997340912,177204.496915737,425971.313945752,261547.975387426,262245.612310396,743492.662635403,855023.167466921,216457.103853276,247292.305276029,255978.252589317,243308.620543764,298084.726893487,311508.795145331,576324.151115936,896305.673212977,572989.318610296,610722.796379107,318335.959694879,832457.023457497,376311.140462221,820275.621996514,351992.08436275,672257.449895067,447688.660293021,571549.371295386,284686.710428558,578928.074426292,310898.437576705,529540.167428015,317790.97478715,404676.270818845,22510.4669784819,107879.863382507
"124","DO23608_tumor",281322.974020808,647669.465243615,427855.661290922,572142.461778856,252876.214930618,710378.500801307,202803.685926158,464417.547837268,376792.359238285,886579.231573362,222749.39804591,363628.096312164,247565.390252205,602853.59276708,215559.300000908,356678.296414843,311187.689348222,413781.076062503,336129.27428323,347534.744931721,815376.540676919,994512.548850847,326782.345662312,317569.821404916,232858.041788242,211118.779354989,360827.568755279,397265.954964693,547420.568693772,937052.551583271,519137.057954653,753215.578031226,284987.508003143,704395.444416009,508051.525432735,726230.169322064,443239.642635606,666748.530605102,445619.807476255,503216.846654028,332902.221995253,735760.39536364,315448.749089438,479430.418935023,276386.417215625,352519.650567861,18599.3940648862,107628.064899355
"125","DO23610_normal",364157.522675023,747091.240592264,399393.601920058,565060.097941766,300095.41451625,665986.601850312,428786.60117247,639171.346874033,526859.7963357,655210.839965877,473669.999486195,545628.400426826,290196.750913895,663957.335524649,293566.097383954,462261.705436301,251796.955362752,516949.574702649,402123.435008191,386168.540770694,922799.658035313,1076678.30552522,284208.97353366,328063.286153016,481546.884977909,299279.133015387,541013.323938927,446497.381201132,687982.832488128,1012726.01555801,752358.616043832,766734.956452949,394095.943291161,888994.243444688,463525.655906758,960166.731329723,432672.655219908,759904.392301937,607733.617840028,716843.417962469,362588.667114457,661146.300472488,382171.431762491,693683.110960464,207380.839949085,256696.749180113,52769.810769196,266157.99901092
"126","DO23610_tumor",389055.807415715,793710.19201642,432595.146771416,672131.767205524,305511.169027471,556567.010531319,305200.524206665,686280.915813884,384919.063031116,691986.546113772,307136.886674686,592905.777847565,305210.44926827,704634.664826697,311091.299706058,506354.674107837,267520.207423695,554635.981474792,326701.736417874,360606.68336459,770564.165913627,1433684.70942291,304392.520155059,347502.649715343,331125.488795219,214305.142152692,357295.586912368,342720.997037258,712521.772081484,1094364.01581436,487764.616536178,487647.75839173,404480.184925666,944862.490889707,482898.933631716,1013744.42732502,580218.094776831,511792.568362452,652842.883856505,709885.067423098,242888.327672976,755404.29081939,262909.316525412,456519.618124136,226185.547353619,275767.144251249,56360.2270183827,87352.0995743806
"127","DO23648_normal",370457.54401738,767938.259011609,398894.377781634,553751.780488982,312731.715410147,673993.744832243,379963.442782106,635561.471222974,503147.450427928,654206.300997241,452683.258599003,524813.305862355,289773.08614513,689888.324756972,289893.702185898,439391.841138487,263479.047809822,527974.438758639,399150.283825696,376398.264860253,902354.965731478,1182309.06699798,298464.298757583,338451.436322568,450896.730499399,290408.330374506,510966.889050279,452886.22648995,695927.278744759,1003718.35262023,722400.391586899,739716.099044318,384077.095018394,899802.818912049,475503.046928115,959477.684650868,405373.612637229,747441.172974421,606431.726295415,705305.108063433,347065.314657706,647522.12962636,385712.836624036,663361.19116953,204119.778105343,255272.374580797,49888.111413735,241636.13563291
"128","DO23648_tumor",378499.619522589,802290.626223584,411357.958233263,577504.276547829,313337.154092157,687032.936061115,384751.157583534,634855.625374448,529431.767841194,671999.834148281,475871.122268018,545052.102161934,317248.657061148,770125.671347763,314339.779471269,464934.723287839,275184.111355863,541776.623354376,419508.178226001,395318.707378412,935451.084670021,1249323.35519466,313132.510425198,361282.178140395,468813.547433588,296940.396836176,535156.098534759,492263.554853566,725966.618777657,1022567.26834409,727436.680105283,737211.76422513,411049.259495507,934638.683958221,481649.915171323,971975.969005255,417724.240909625,742874.592134258,658293.76685709,749072.299699927,363764.916126176,665721.220337431,393953.35342526,703596.597893981,212720.762493248,263167.950448969,48224.8744920931,242226.044116572
"129","DO23651_normal",339263.744937508,678937.49569477,363936.561799019,493735.126696951,269167.686695319,598159.101963914,290789.046927386,598866.094594764,385114.199850174,565906.486921848,351584.73199392,444220.182859263,242686.831735571,541018.043463647,250587.444314277,390627.665945384,237458.653282629,482022.125661296,332192.472389679,315445.267403282,784802.52063399,1003034.3715599,264003.972068291,290665.260834313,351602.587825578,263367.142374626,382201.720968961,344389.831845104,612095.099795259,921790.91676419,621176.950120027,643619.880497118,337822.649038392,861848.097425901,438638.740640297,887275.246995011,375418.43420249,718056.303015556,515686.186318059,628894.105278549,307021.39320144,601892.181169527,357124.540794652,570327.116118978,357255.164689165,452513.606753164,22965.0401023847,32188.6946175914
"130","DO23651_tumor",339272.285501031,669137.535841332,388722.773807277,524215.62618028,269784.065553888,578687.660868993,390089.124805899,603250.180318274,458264.498619892,610513.783221629,445304.676908717,474438.850163773,237896.121234772,533453.124004427,260201.057659992,408527.266068457,257741.621955819,525778.239276098,347580.8252421,329580.093986692,779741.52652443,996522.647659342,285818.085246317,307651.509027208,448012.194831543,264158.553092095,481548.976956818,355669.133943349,609252.355150253,921276.534251265,750935.254101683,783221.176465259,388862.965670337,963978.102439561,474380.944616713,963061.215099711,404288.376877711,734805.792439991,543160.575881217,671965.062882252,332686.201182362,655622.035093174,362973.778675897,565318.963179852,354057.414221989,452532.026074202,22627.3679436254,32635.7004514952
"131","DO23687_normal",373469.40606525,796012.968236755,421780.712292129,587916.015866664,295694.393381159,661408.866773513,372239.491107036,619654.452617178,481240.345837384,648048.769470853,504219.243118102,532727.201028292,306058.900317777,697606.530284615,316143.576460021,480198.126257215,250434.936827012,510853.306098903,418674.352607511,405917.745184675,939198.515140007,1215839.43383349,291688.721994067,351300.645156837,446706.887697013,287437.538469288,487080.295447798,460762.708740987,699160.143033214,998765.44718081,724292.030122244,731473.713249768,386576.563248237,863188.315416809,485739.184575305,968987.252183646,420931.754869436,743281.739269958,605052.954245964,703218.375722826,346433.257180896,648050.685365165,374878.627527427,662612.668521384,387883.761024456,477334.228593078,25384.5470186249,39411.1500432933
"132","DO23687_tumor",354378.742970837,742211.914908626,396914.192694951,544506.006756371,334631.542332744,623512.121077081,365354.450147236,608339.929507302,441582.16431167,614039.320378964,445506.919333288,494266.578614642,276726.279584539,620055.692522601,258729.062641895,432656.048934222,233209.819421248,487035.014889886,383235.622879558,372705.987691014,878014.755502617,1273179.67162702,237410.950781587,310074.781036907,421840.20008184,272364.848842541,454881.334500191,406591.04958163,655671.617082988,962609.322929311,721695.520997105,861322.503279901,373511.180887499,871059.557883225,469234.993693945,935623.926328441,396707.025566166,675326.140355842,570025.789274879,684522.545271863,325779.902250226,624027.087087506,358016.181172841,597282.363669622,365555.17333175,454346.815616465,23715.8536869267,33013.4951471425
"133","DO23702_normal",355058.613839296,734740.380092222,384958.10385439,538100.167709045,277746.154123762,624597.499436873,384245.328949139,600802.886765756,462418.156488271,595874.737848606,517707.112648558,496274.001103711,283488.879784045,594118.432109967,282036.559248321,444328.088375961,247355.98381606,494007.66538882,396414.321703085,382720.712300961,886041.056019019,1095809.93133315,283913.280439829,325403.487465876,449790.253135894,282142.495404099,472009.035312308,395709.636992738,645793.191445874,946658.234748718,695605.828941343,705772.905196869,371805.788321505,835519.304280606,466864.257846735,928479.002611907,400163.991898241,714477.584910871,539271.55931009,652867.698198837,326808.869519994,612177.03033503,344720.097877818,633204.234129068,363929.846471882,449009.759258138,23844.2999296168,40646.2767570642
"134","DO23702_tumor",279760.944696358,561044.289316592,348816.194793654,483928.007937787,237989.010638976,525245.342916711,356741.62713293,928265.812330962,402488.306519912,782593.9953878,422090.147750263,374179.419891533,218582.533374801,445107.576772205,226484.456810237,477159.468840675,255030.103617607,473945.358032292,340899.763721247,350017.764720511,889686.485546837,1260151.33304378,264514.053883764,446464.495623416,398461.485702333,266088.711671237,427378.764417692,314101.880448359,540823.613278245,810483.260902348,545073.600042086,663196.658194363,382524.922797521,879247.218221848,493776.817032522,959541.113919396,579042.113337398,992478.537283817,884853.908648934,576924.698082068,232010.876021064,689039.373208609,323009.629831683,544959.802998438,390866.025033279,472254.054631382,25469.2585870066,30061.5300460102
"135","DO23717_normal",555308.652615221,1052864.76218967,476175.518169927,569377.878170704,409449.176720969,753080.954324301,1075747.02754707,605219.995404663,1103891.69768977,674461.466605077,1113234.27529838,501413.297465797,439124.875252767,1798797.31905057,603994.292761511,486391.41157688,466379.897887252,650742.936209748,754287.507125579,664277.097614943,1024962.58595735,2154675.11303976,429457.587054066,483166.292601653,1096156.36880185,343518.999258014,1189415.36624381,828329.165872962,948549.599893245,936373.3100062,1036714.00690968,997660.788396119,542497.394187328,906668.354639929,695222.260381136,1095416.5020723,449352.367158632,791609.54354624,1119546.68536767,838743.297904768,382835.769022054,587669.811109112,599144.198503571,961250.517176735,414002.373096467,494205.033175237,29609.6894276863,77165.7684423654
"136","DO23717_tumor",340355.627860458,788403.908594462,381122.362643326,519959.439943098,329010.497795316,673711.442207251,270094.058987584,460633.229066647,316628.118588795,482717.94677825,309949.610321673,395799.196104843,237849.749851564,509836.803553193,192906.286868616,409897.266953582,180715.901824335,284979.278214924,297975.781042422,280306.270482091,673729.306605958,1042637.10923141,214424.155389184,240743.393355616,292451.267552032,215035.507894529,329487.735020913,294484.109815169,635798.299583815,948066.549782762,568377.537894675,980528.758875581,371122.343410162,879802.547354312,451839.675598706,761678.89836943,380170.885387549,599694.937111615,567839.930813295,647739.92232318,283131.783695983,980767.419673557,273481.56395364,498655.664883808,298543.79585496,464068.937355677,23911.6545335216,25978.3481488987
"137","DO23720_normal",557044.023643213,995657.65132291,463072.225329979,572064.204738787,419287.76366462,784020.637554951,1268680.96805931,617060.008841435,1281543.0067097,743761.497020562,1441488.44395761,515150.386876148,431733.856942071,1345038.92354667,557945.552004915,537993.276913377,413019.142421553,624159.281882772,755077.951658223,690492.90497098,1102361.64699434,1806301.88281481,452782.902060798,522455.545269243,1278719.21671847,330270.237343848,1447933.75602437,765718.841954544,867693.874721971,990349.836035869,1286419.00495406,1295891.57912747,624845.441937665,1004900.92215757,690363.862528839,1144813.58400596,459383.313056221,822233.813589855,952831.499989312,825679.859802941,400108.462562912,626572.389942628,530965.344519381,1066848.9178761,250774.737769412,303330.965187878,52592.6460122622,629681.348546582
"138","DO23720_tumor",322226.497963269,646135.4570171,340887.44763183,470064.652439379,258277.484391497,588182.129824771,287417.891255175,589800.812424097,363825.838631751,580461.744015144,353269.527805149,468042.491803943,297087.856403851,501100.485761173,216133.590903076,379265.819712718,186569.015881999,438872.124144229,247140.633102828,256115.996424847,774111.377390309,1143371.20175747,234680.538699086,266642.037903479,322416.552845623,248913.478734647,382927.862280293,333713.407470041,606934.55404975,927269.462287272,645823.534204581,686809.591605864,345472.348864417,864195.153112161,398599.271427815,860056.116481235,383974.053992982,474536.018660672,485832.486082664,613534.672490939,300941.621647562,600600.635259627,224765.431056267,566476.668990782,184505.242077525,233657.459139526,45731.3622804603,210170.120975469
"139","DO23735_normal",376513.030089602,711794.589347805,421328.272568896,554443.237203657,300577.584398814,647767.775026874,299593.745450919,651134.447128635,387158.729834206,615100.137518614,353767.525659701,475563.826562692,260052.956722224,657747.914537283,289555.070785886,413367.048755211,234262.350734292,501807.114834729,388755.671715924,369015.586823376,874320.767049105,1104191.87299711,266690.28948936,285626.581840141,353873.49115795,288373.98639749,381101.706924362,369352.320082951,659639.16992258,987658.682863016,680757.537173576,700141.451295018,366735.759630866,938577.429186819,504106.464658194,995881.418100734,431788.835111055,808361.258915625,592106.562349102,694427.314796953,332516.371288897,653365.373212089,385243.528063277,596980.69044588,387152.740373202,485825.17773304,23726.6211931422,38272.7245658701
"140","DO23735_tumor",315840.271472829,658879.198200826,408134.753393474,546439.275072708,323492.603486173,659134.620000535,307951.449341415,462354.617479914,375130.914488265,588673.125422728,331662.164319746,416285.503966573,278039.164244891,677169.324587475,258142.918760562,408125.55190893,160946.751030163,343593.195487385,348722.972724973,331917.698699273,811939.737065213,1084066.54344104,196617.682462611,342763.480456159,361659.032225414,311177.074514992,371841.256743109,336259.057658668,598511.038416731,882358.424198494,640124.68890387,660467.243227527,345918.930679679,839633.390457689,495136.286302093,1003111.60185774,424532.656461497,663359.426429425,630548.567015961,764920.992741737,258759.299161535,929554.118062165,341793.868201784,522139.845447042,483083.401332281,667664.769867067,28346.0080555835,32082.575262242
"141","DO23744_normal",361652.597404164,731141.856761506,396261.214842108,552888.602025907,304465.002736124,642544.204160693,266994.978694636,555996.835462993,422162.624297381,617772.935614515,381808.235302324,489452.409692382,300990.326085212,684803.19424692,339839.346782988,493365.237301507,270616.906794809,503255.239665128,450708.580139407,425397.007508643,910667.014597949,1080718.97802508,302178.627239475,355516.541681434,334960.573332502,274209.740175897,406516.593901876,468259.4373853,654053.785630974,921451.824322087,607784.896337829,584305.852141321,331962.513312593,745391.656898429,473140.819717081,922790.596913753,409903.788856217,688209.718861113,580016.942762145,661216.749968444,337343.871542632,599268.808128814,360284.635702705,658494.05391482,394553.849458554,479634.460523673,23600.6525126433,37856.0664638871
"142","DO23744_tumor",348292.102652168,697379.027634122,394793.5014587,578800.344341116,273440.420684085,562887.749347255,229875.924137007,505158.953198431,375943.470117748,554255.887844132,318638.245952277,349768.781746514,328719.223320524,635888.398136242,263156.675221625,493179.546680472,258231.152777788,462375.035208435,461066.357687436,431323.130035826,955274.728581487,1106459.39405435,267726.201551084,322627.456775564,298529.503573053,229796.999767179,359638.353445167,415758.972093418,564763.799363549,768371.55256423,540754.446992843,497730.43162854,243471.640931958,664515.256857699,586872.270088573,901960.141770152,488812.787583795,504603.796665683,1024951.13063665,763112.343363467,321283.497597557,529923.726014228,285072.470385909,564279.817761304,263187.877999664,394378.535177755,17107.646231541,32574.9043094132
"143","DO23786_normal",378172.861484513,768745.277419934,457798.82587394,617205.395736094,312970.48778427,660130.597521823,296883.525625311,585416.45198354,454859.451040232,634142.400191154,395247.099996988,520751.47970201,310702.511833354,809457.74938369,339220.549169926,472319.675904352,252324.103825576,492652.936015931,441370.310808962,424070.525203366,924505.822967952,1159080.49125694,304066.775293637,364305.175412359,376063.352643302,292056.942834631,443405.039536209,501073.339351076,708327.131946145,959211.158472256,622467.792646269,601467.876039991,344338.799405492,771802.487905257,479661.437875454,947089.35488414,430292.49030499,716479.514391152,623906.911275634,670500.239673294,341553.968538051,608873.85736909,390428.398109149,707651.924344933,223324.711212796,272382.796782185,53677.3677301421,263608.227827186
"144","DO23786_tumor",342444.360054947,719386.99912174,413418.691213808,579693.313065618,271287.780800219,598790.666078708,248344.645124567,498220.80919246,364576.441639739,689566.75278429,327623.571908453,507469.719019752,303136.428276619,666409.431344893,307174.548760382,476833.099917679,218816.98468734,426291.323379564,369389.581345445,376427.882748584,859494.809037522,1265672.40875109,265997.138270688,344830.53311661,319465.758012445,261478.515853698,366343.937344239,446474.482122734,633768.923128721,847670.97302237,540242.521178541,515228.32487995,296030.337510139,608908.531790026,424490.86784237,822565.638914109,417570.546278049,578105.824666702,530962.299130555,601689.275894219,318631.116305771,795379.200962752,262848.335345987,635319.055532046,205693.454242049,235114.795301886,50005.0469981086,201515.580005574
"145","DO23838_normal",355557.728220919,701557.932207565,387827.603349825,511344.820750937,285296.024427587,626287.117213979,288969.386771726,623956.811673248,386226.011061062,589851.496449697,375528.896067971,490244.05955827,253805.384163125,619751.372012488,251606.842929434,378289.997710988,230319.335375689,489453.658715585,355667.315822362,347368.683819523,838525.40847493,1069777.01611178,259719.360730482,282765.093840476,342064.763276204,261662.680666848,385409.85623493,359587.514986452,645607.992098336,963801.430601754,660482.932547072,686976.545150133,360852.124540853,923231.458347895,472384.762976932,941448.503166545,416654.147743598,783312.847777784,558091.146354826,662610.488800287,318762.122491021,628481.308633983,377225.526068457,608668.540381837,192764.534230764,250749.428554034,48844.2558980201,235522.691461749
"146","DO23838_tumor",368885.135445909,722885.494833659,403731.659267024,541296.299564233,297733.210224301,656160.359722571,198894.102673955,639747.099540607,264830.021165347,380139.017714557,300342.806482948,521900.233006222,219211.689305117,640283.562084536,199942.817328404,277955.861081852,272388.282812317,570412.849716331,311993.101308535,304908.670328329,913671.126045482,1084611.40027038,276347.767119618,295591.457055929,232236.292417944,177957.2965828,261888.515441354,265735.153983319,671745.968679872,1007804.5318912,666636.676139378,685028.463385608,364299.553784959,936555.849322543,647120.549924418,734593.930466951,441161.426732856,781702.675714773,573156.803351425,693998.788186983,336801.950948445,656795.355602748,304777.398868598,634525.533360331,200724.182124884,258741.912384024,50300.4300955005,233408.59161113
"147","DO23942_normal",320305.92065439,661368.954359362,340924.702783691,490460.091077204,251205.232821383,581245.15574617,317843.745768537,582119.875098341,395528.990123356,576882.649900885,382404.066672762,475078.97127159,246916.965891198,521889.466233436,239838.019991531,406908.477829827,190812.138593681,432530.039477428,322546.319081372,311943.605619356,801270.144671763,951532.358562297,216220.068281164,267431.667334586,347669.168991132,255915.613022712,395636.282291991,366582.527307438,602053.385594286,909829.9375275,632902.41708392,677661.539092259,340847.463508539,825841.813744996,400399.503614332,839991.398285809,370527.503196625,679512.665448907,498301.16563244,626589.587919148,300563.997935685,578290.999936394,314258.176927475,562086.323148878,170969.647079812,214578.589525531,48781.1734828551,184675.425727701
